task_id	stage	dependencies	versions	target_files	action	hunk_or_group_ids	english_sources	chinese_sources	owner	status	acceptance
G-00cc6c005c7eea5f2032	3	FOUR-FILE-SKELETONS	11,10	features.sgml	translated	PG10-H002103,PG11-H000885	/Users/vonng/pgsty/pgdoc/en/11.22/features.sgml:520|/Users/vonng/pgsty/pgdoc/en/10.23/features.sgml:520	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/features.sgml	canonical:general-appendices	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00d3283e794e62a7faaf	3	FOUR-FILE-SKELETONS	13,12	release-13.sgml	translated	PG12-H008217,PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:19664|/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:13986		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00d59b9f1856861bd2a1	3	FOUR-FILE-SKELETONS	12	release-12.sgml	translated	PG12-H008217	/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:19427		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00dbedf323c0257deece	3	FOUR-FILE-SKELETONS	12	runtime.sgml	translated	PG12-H008246,PG12-H008248	/Users/vonng/pgsty/pgdoc/en/12.22/runtime.sgml:923|/Users/vonng/pgsty/pgdoc/en/12.22/runtime.sgml:972	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/runtime.sgml	canonical:installation-runtime	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00de0960a68839ef9e97	3	FOUR-FILE-SKELETONS	13,12,11	regress.sgml	translated	PG11-H008759,PG12-H008215,PG13-H007082	/Users/vonng/pgsty/pgdoc/en/13.23/regress.sgml:834|/Users/vonng/pgsty/pgdoc/en/12.22/regress.sgml:842|/Users/vonng/pgsty/pgdoc/en/11.22/regress.sgml:776		canonical:tail-assist-round03	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00df41fa34abe6ca60de	3	FOUR-FILE-SKELETONS	11,10	gin.sgml	reused_reviewed	PG10-H002269,PG11-H001000	/Users/vonng/pgsty/pgdoc/en/11.22/gin.sgml:251|/Users/vonng/pgsty/pgdoc/en/10.23/gin.sgml:251		canonical:index-methods	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00e484cd18e9705f1bb6	3	FOUR-FILE-SKELETONS	13	release-13.sgml	translated	PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:26376		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00e4ea2b1fa5401386e0	3	FOUR-FILE-SKELETONS	13,12,11	external-projects.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/external-projects.sgml:40|/Users/vonng/pgsty/pgdoc/en/12.22/external-projects.sgml:40|/Users/vonng/pgsty/pgdoc/en/11.22/external-projects.sgml:40		canonical:reference-identity-tail	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00e4ea2ef5cf0b6d64cd	3	FOUR-FILE-SKELETONS	12,11,10	libpq.sgml	translated	PG10-H007203,PG11-H006174,PG12-H006029	/Users/vonng/pgsty/pgdoc/en/12.22/libpq.sgml:6263|/Users/vonng/pgsty/pgdoc/en/11.22/libpq.sgml:6127|/Users/vonng/pgsty/pgdoc/en/10.23/libpq.sgml:6058		canonical:client-protocol	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00e5b0418f7ef33d6fa2	3	FOUR-FILE-SKELETONS	10	release-10.sgml	translated	PG10-H012448	/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:15857		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00ebfc29703b4cf2cb04	3	FOUR-FILE-SKELETONS	13,12,11,10	textsearch.sgml	translated	PG10-H013043	/Users/vonng/pgsty/pgdoc/en/13.23/textsearch.sgml:854|/Users/vonng/pgsty/pgdoc/en/12.22/textsearch.sgml:854|/Users/vonng/pgsty/pgdoc/en/11.22/textsearch.sgml:860|/Users/vonng/pgsty/pgdoc/en/10.23/textsearch.sgml:857		canonical:tail-assist-round05	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00f10e63b8de08e0f979	3	FOUR-FILE-SKELETONS	12,11,10	libpq.sgml	translated	PG10-H007164,PG11-H006135,PG12-H005987	/Users/vonng/pgsty/pgdoc/en/12.22/libpq.sgml:5206|/Users/vonng/pgsty/pgdoc/en/11.22/libpq.sgml:5085|/Users/vonng/pgsty/pgdoc/en/10.23/libpq.sgml:5016		canonical:client-protocol	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00f29d1be38f35d71c07	3	FOUR-FILE-SKELETONS	10	ref/insert.sgml	translated		/Users/vonng/pgsty/pgdoc/en/10.23/ref/insert.sgml:721		canonical:tail-assist-round07	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00f6b38955e737fb7e26	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	translated	PG10-H002149,PG11-H000917,PG12-H000761	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:3549|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:3439|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:3424		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00f8849dea009fa6e3b7	3	FOUR-FILE-SKELETONS	11,10	catalogs.sgml	translated	PG10-H000381,PG11-H000172	/Users/vonng/pgsty/pgdoc/en/11.22/catalogs.sgml:5154|/Users/vonng/pgsty/pgdoc/en/10.23/catalogs.sgml:5043	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/catalogs.sgml	canonical:catalogs	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00fad66b000036568fc9	3	FOUR-FILE-SKELETONS	11,10	release-11.sgml	reuse_release_note	PG10-H012448,PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:12737|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:8291		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-00fd95464916bf534548	3	FOUR-FILE-SKELETONS	13,12,11,10	gist.sgml	translated	PG10-H002286,PG11-H001009,PG12-H000852,PG13-H000563	/Users/vonng/pgsty/pgdoc/en/13.23/gist.sgml:173|/Users/vonng/pgsty/pgdoc/en/12.22/gist.sgml:172|/Users/vonng/pgsty/pgdoc/en/11.22/gist.sgml:172|/Users/vonng/pgsty/pgdoc/en/10.23/gist.sgml:172		canonical:index-methods	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-01051ccf80446873895b	3	FOUR-FILE-SKELETONS	13,12,11	release-13.sgml	translated	PG11-H008761,PG12-H008217,PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:18693|/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:13016|/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:7703		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-0107e501cc0b84cec727	3	FOUR-FILE-SKELETONS	10	ref/psql-ref.sgml	partial_reuse		/Users/vonng/pgsty/pgdoc/en/10.23/ref/psql-ref.sgml:2352		canonical:tail-assist-round05	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-010826c52431d5c0ef44	3	FOUR-FILE-SKELETONS	10	release-10.sgml	translated	PG10-H012448	/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:21675		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-010ab087148ceb74e03b	3	FOUR-FILE-SKELETONS	10	ref/create_index.sgml	translated	PG10-H010565	/Users/vonng/pgsty/pgdoc/en/10.23/ref/create_index.sgml:256		canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-010bf83a484f091a622f	3	FOUR-FILE-SKELETONS	12	func.sgml	literal_reviewed	PG12-H000761	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:12676		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-0115e247bba2ac73a67f	3	FOUR-FILE-SKELETONS	12	release-12.sgml	translated	PG12-H008217	/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:26694		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-011690af2997144271da	3	FOUR-FILE-SKELETONS	13,12,11	ref/explain.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/explain.sgml:93|/Users/vonng/pgsty/pgdoc/en/12.22/ref/explain.sgml:92|/Users/vonng/pgsty/pgdoc/en/11.22/ref/explain.sgml:91		canonical:tail-assist-round07	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-01176b4d8f18836e1f6d	3	FOUR-FILE-SKELETONS	12	release-12.sgml	translated	PG12-H008217	/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:28444		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-011e6a0d79e86ef1015d	3	FOUR-FILE-SKELETONS	10	ref/grant.sgml	translated	PG10-H011342	/Users/vonng/pgsty/pgdoc/en/10.23/ref/grant.sgml:117		canonical:tail-assist-round07	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-011faf99f078c26dbfab	3	FOUR-FILE-SKELETONS	10	ref/psql-ref.sgml	translated		/Users/vonng/pgsty/pgdoc/en/10.23/ref/psql-ref.sgml:872		canonical:psql-pgbench	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-01233c5dd37a78987872	3	FOUR-FILE-SKELETONS	13,12,11,10	ecpg.sgml	translated	PG10-H001597,PG11-H000677,PG12-H000547,PG13-H000401	/Users/vonng/pgsty/pgdoc/en/13.23/ecpg.sgml:1724|/Users/vonng/pgsty/pgdoc/en/12.22/ecpg.sgml:1724|/Users/vonng/pgsty/pgdoc/en/11.22/ecpg.sgml:1694|/Users/vonng/pgsty/pgdoc/en/10.23/ecpg.sgml:1700		canonical:procedural-interfaces	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-0126c10f0f267067eceb	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	literal_reviewed	PG10-H002201,PG11-H000948,PG12-H000792	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:18915|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:17494|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:17334		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-0135273047819b9e5e86	3	FOUR-FILE-SKELETONS	12,11	installation.sgml	translated		/Users/vonng/pgsty/pgdoc/en/12.22/installation.sgml:1281|/Users/vonng/pgsty/pgdoc/en/11.22/installation.sgml:1291	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/installation.sgml	canonical:installation-runtime	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-01385971ec45f03ef9cc	3	FOUR-FILE-SKELETONS	11,10	release-11.sgml	translated	PG10-H012448,PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:20246|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:14167		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-013b9b7cfe9acc99e2fc	3	FOUR-FILE-SKELETONS	13,12,11	ref/create_function.sgml	translated	PG11-H008060,PG12-H007667,PG13-H006785	/Users/vonng/pgsty/pgdoc/en/13.23/ref/create_function.sgml:262|/Users/vonng/pgsty/pgdoc/en/12.22/ref/create_function.sgml:262|/Users/vonng/pgsty/pgdoc/en/11.22/ref/create_function.sgml:261	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/ref/create_function.sgml	canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-013f1895e121d158e5bb	3	FOUR-FILE-SKELETONS	13,12,11,10	plpgsql.sgml	translated	PG10-H009228,PG10-H009230,PG11-H007667,PG12-H007358,PG13-H006552	/Users/vonng/pgsty/pgdoc/en/13.23/plpgsql.sgml:1078|/Users/vonng/pgsty/pgdoc/en/13.23/plpgsql.sgml:1125|/Users/vonng/pgsty/pgdoc/en/12.22/plpgsql.sgml:1056|/Users/vonng/pgsty/pgdoc/en/12.22/plpgsql.sgml:1103|/Users/vonng/pgsty/pgdoc/en/11.22/plpgsql.sgml:1056|/Users/vonng/pgsty/pgdoc/en/11.22/plpgsql.sgml:1103|/Users/vonng/pgsty/pgdoc/en/10.23/plpgsql.sgml:1062|/Users/vonng/pgsty/pgdoc/en/10.23/plpgsql.sgml:1109		canonical:plpgsql	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-01452149e7098248b90c	3	FOUR-FILE-SKELETONS	13,12,11,10	extend.sgml	translated	PG10-H002035	/Users/vonng/pgsty/pgdoc/en/13.23/extend.sgml:1304|/Users/vonng/pgsty/pgdoc/en/12.22/extend.sgml:1125|/Users/vonng/pgsty/pgdoc/en/11.22/extend.sgml:1125|/Users/vonng/pgsty/pgdoc/en/10.23/extend.sgml:1094		canonical:root-tail	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-014576d0ac89a04c7fea	3	FOUR-FILE-SKELETONS	13,12,11,10	protocol.sgml	translated	PG10-H009551	/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:651|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:651|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:651|/Users/vonng/pgsty/pgdoc/en/10.23/protocol.sgml:651	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/protocol.sgml	canonical:client-protocol	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-01464825ed9f71050f69	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	translated	PG10-H002157,PG11-H000917,PG12-H000761	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:14390|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:13097|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:12946		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-0146896969672eadb3bd	3	FOUR-FILE-SKELETONS	12	release-12.sgml	translated	PG12-H008217	/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:25572		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-0147488df308135621ec	3	FOUR-FILE-SKELETONS	13,12,11,10	catalogs.sgml	translated	PG10-H000346,PG11-H000137,PG12-H000102,PG13-H000085	/Users/vonng/pgsty/pgdoc/en/13.23/catalogs.sgml:2497|/Users/vonng/pgsty/pgdoc/en/12.22/catalogs.sgml:2269|/Users/vonng/pgsty/pgdoc/en/11.22/catalogs.sgml:2261|/Users/vonng/pgsty/pgdoc/en/10.23/catalogs.sgml:2210	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/catalogs.sgml	canonical:catalogs	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-0149f6ae614f30930cc3	3	FOUR-FILE-SKELETONS	11,10	installation.sgml	translated	PG10-H006885,PG11-H005911	/Users/vonng/pgsty/pgdoc/en/11.22/installation.sgml:2695|/Users/vonng/pgsty/pgdoc/en/10.23/installation.sgml:2806		canonical:installation-runtime	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-014ee7dae2979eb35de3	3	FOUR-FILE-SKELETONS	12,11,10	ref/pg_basebackup.sgml	reused	PG10-H011474,PG11-H008378,PG12-H007925	/Users/vonng/pgsty/pgdoc/en/12.22/ref/pg_basebackup.sgml:395|/Users/vonng/pgsty/pgdoc/en/11.22/ref/pg_basebackup.sgml:392|/Users/vonng/pgsty/pgdoc/en/10.23/ref/pg_basebackup.sgml:434	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/ref/pg_basebackup.sgml	canonical:tail-assist-round07	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-01553a26bb741d98f551	3	FOUR-FILE-SKELETONS	13,12,11,10	ref/pgupgrade.sgml	translated	PG10-H011830	/Users/vonng/pgsty/pgdoc/en/13.23/ref/pgupgrade.sgml:549|/Users/vonng/pgsty/pgdoc/en/12.22/ref/pgupgrade.sgml:541|/Users/vonng/pgsty/pgdoc/en/11.22/ref/pgupgrade.sgml:507|/Users/vonng/pgsty/pgdoc/en/10.23/ref/pgupgrade.sgml:509		canonical:tail-assist-round05	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-0156cd6204cbd6911e04	3	FOUR-FILE-SKELETONS	13,12,11	ref/copy.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/copy.sgml:150|/Users/vonng/pgsty/pgdoc/en/12.22/ref/copy.sgml:150|/Users/vonng/pgsty/pgdoc/en/11.22/ref/copy.sgml:149		canonical:tail-final-round11	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-015e9a8df904ba6ab26a	3	FOUR-FILE-SKELETONS	13,12,11,10	query.sgml	translated	PG10-H009791,PG11-H007804,PG12-H007464,PG13-H006630	/Users/vonng/pgsty/pgdoc/en/13.23/query.sgml:521|/Users/vonng/pgsty/pgdoc/en/12.22/query.sgml:511|/Users/vonng/pgsty/pgdoc/en/11.22/query.sgml:511|/Users/vonng/pgsty/pgdoc/en/10.23/query.sgml:511		canonical:sql-body	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
